Customer ID,Recency,Frequency,Monetary,k2_cluster,k4_cluster
12419.0,1.005466,-0.4776812,-0.39882156,0,1
12420.0,-0.32230076,-1.2652615,-0.26682323,0,3
12421.0,-1.072921,0.7041467,0.1740779,1,0
12422.0,-0.060547035,1.5183893,1.245109,1,0
12423.0,-1.950007,1.1454777,0.7829395,1,0
12424.0,0.312919,0.2982091,0.94689715,1,2
12425.0,-0.19713014,-0.4776812,0.5002162,1,3
12426.0,0.44797656,-0.4776812,0.3185093,0,2
12427.0,-0.9192978,-0.014619284,-0.032336537,1,3
12428.0,-0.8343293,1.0611488,1.5168122,1,0
12429.0,-1.3230584,0.962741,1.356406,1,0
12430.0,-0.5597979,-1.2652615,-0.91343254,0,3
12431.0,-0.6599959,1.7782842,1.688933,1,0
12432.0,-0.5597979,0.52728647,1.2230978,1,0
12433.0,-1.950007,1.1454777,1.984993,1,0
12434.0,-0.14125298,-0.014619284,0.17722422,1,2
12435.0,-0.18076456,0.7041467,1.8695126,1,0
12436.0,-0.033054683,-1.2652615,-0.3899364,0,3
12437.0,-1.8088504,1.9473006,1.8114151,1,0
12438.0,-1.1341081,-0.4776812,0.8530214,1,3
12439.0,1.5280328,-0.4776812,0.20239042,0,2
12440.0,1.1642042,-0.4776812,-0.0034644876,0,2
12441.0,0.9618174,-1.2652615,-1.2201362,0,1
12442.0,-1.7022195,-1.2652615,-1.2269834,0,3
12443.0,1.5952673,-1.2652615,-0.42569962,0,1
12444.0,-0.9424198,0.52728647,1.2160616,1,0
12445.0,-0.9192978,-0.4776812,-0.5081826,0,3
12446.0,-0.38282505,-1.2652615,0.108108,0,3
12447.0,0.6200388,-1.2652615,-0.43948206,0,1
12448.0,-0.54657054,-1.2652615,-0.48347694,0,3
12449.0,-0.9192978,0.7041467,1.1933744,1,0
12450.0,0.28052694,0.52728647,-0.16589998,1,2
12451.0,-1.2398102,0.962741,1.8107502,1,0
12452.0,-1.0445137,-0.4776812,-0.5158849,0,3
12453.0,0.17037395,-1.2652615,-0.14597094,0,1
12454.0,-0.40412128,0.52728647,1.9808016,1,0
12455.0,-0.2395802,1.1454777,1.3214633,1,0
12456.0,-0.54657054,-0.014619284,0.9140224,1,0
12457.0,-0.30314288,0.962741,0.8734795,1,0
12458.0,-0.25722012,0.2982091,0.51453644,1,2
12459.0,1.412382,-1.2652615,-0.47528413,0,1
12460.0,1.1524818,-1.2652615,-0.7263233,0,1
12461.0,-0.07464291,-0.4776812,-0.03138377,0,3
12462.0,-0.9913731,-0.4776812,0.23102678,1,3
12463.0,-0.43724275,0.2982091,0.31828263,1,2
12464.0,-1.2798828,0.962741,0.24437603,1,0
12465.0,-1.0445137,-0.4776812,-0.11039075,1,3
12466.0,1.52662,-1.2652615,-2.1324863,0,1
12467.0,1.0856581,-1.2652615,-1.4340714,0,1
12468.0,0.4200657,0.52728647,1.0102758,1,2
12469.0,1.2768217,-0.4776812,0.8901337,0,2
12470.0,1.5378743,-1.2652615,-1.0622638,0,1
12471.0,-1.8088504,2.1958294,2.5029397,1,0
12472.0,-0.72445256,1.5861002,1.9647466,1,0
12473.0,-0.7771377,0.52728647,1.055544,1,0
12474.0,-1.0445137,1.8453962,1.7959472,1,0
12475.0,-0.42603844,-0.4776812,0.20661053,0,3
12476.0,-1.072921,1.6945529,1.8765038,1,0
12477.0,-0.8969848,1.0611488,2.0999289,1,0
12478.0,-1.6155963,-1.2652615,-0.17365937,0,3
12479.0,-1.2398102,-1.2652615,-0.3636603,0,3
12480.0,-0.7956593,0.8459028,1.2736607,1,0
12481.0,-0.8969848,1.4379972,1.7864245,1,0
12482.0,1.3662596,1.8135628,2.1939373,1,2
12483.0,-1.0445137,1.5861002,1.2279967,1,0
12484.0,-0.7077626,1.2832189,1.3718805,1,0
12485.0,1.287309,-1.2652615,-0.14492133,0,1
12486.0,1.1042936,-1.2652615,0.13281222,0,1
12487.0,1.5939325,-1.2652615,-0.8306042,0,1
12488.0,-1.2798828,-0.014619284,0.2935121,1,3
12489.0,0.88646704,-1.2652615,-0.70712084,0,1
12490.0,-1.5421736,1.6441239,1.6509767,1,0
12491.0,-0.6153021,-1.2652615,-0.46533293,0,3
12492.0,-0.33206132,-0.014619284,-0.13757652,1,3
12493.0,0.32645562,-0.4776812,-0.51034,0,1
12494.0,-1.072921,1.0611488,0.52920586,1,0
12495.0,1.4671872,-1.2652615,-0.6574318,0,1
12496.0,1.4355332,-0.4776812,-2.320753,0,1
12497.0,-0.16472657,-0.014619284,1.3610045,1,2
12498.0,-0.9424198,-0.014619284,-0.5646911,1,3
12499.0,1.3399942,-1.2652615,-0.5836977,0,1
12500.0,-0.8969848,1.5861002,1.329747,1,0
12501.0,0.88898456,-1.2652615,0.65279907,0,2
12502.0,-0.060547035,0.52728647,1.0198923,1,2
12503.0,1.3791692,-1.2652615,0.19173639,0,1
12504.0,-1.0173706,0.2982091,-0.074891,1,3
12505.0,1.0560154,-1.2652615,0.0733477,0,1
12506.0,0.58663887,-1.2652615,-1.9169972,0,1
12507.0,0.17037395,0.2982091,0.5401695,1,2
12508.0,-0.8343293,-0.4776812,-0.57571405,0,3
12509.0,0.746245,-1.2652615,-1.2067602,0,1
12510.0,0.2170947,1.0611488,1.2383292,1,0
12511.0,1.0981174,-1.2652615,0.89309615,0,2
12512.0,-0.30314288,-0.4776812,-1.4378381,0,3
12513.0,0.050535347,-1.2652615,-0.25226447,0,3
12514.0,0.6958462,-0.4776812,0.4399135,0,2
12515.0,0.9284586,-1.2652615,-0.6032988,0,1
12516.0,-0.19713014,0.2982091,0.7897305,1,2
12517.0,-0.7956593,0.52728647,0.74521637,1,0
12518.0,-1.950007,0.52728647,0.61600053,1,0
12519.0,-0.32230076,-0.4776812,-0.13621122,0,3
12520.0,-0.18890548,0.52728647,0.78602153,1,2
12521.0,0.2170947,-1.2652615,-0.2677015,0,1
12522.0,-0.6153021,-0.4776812,-1.1371793,0,3
12523.0,-0.9913731,1.6945529,1.1237451,1,0
12524.0,-1.3230584,1.5183893,1.7294515,1,0
12525.0,1.2320372,-0.014619284,0.087231815,0,2
12526.0,-1.950007,-0.014619284,0.3032887,1,3
12527.0,-0.16472657,0.52728647,-0.11702329,1,2
12528.0,-1.3230584,0.7041467,0.57310224,1,0
12529.0,1.285568,-1.2652615,-0.7506238,0,1
12530.0,-0.3621119,1.0611488,1.0262176,1,0
12531.0,-1.1027311,-0.4776812,0.5730016,1,3
12532.0,-0.75911486,-1.2652615,-0.6737943,0,3
12533.0,1.4476937,-0.4776812,0.33035916,0,2
12534.0,0.15423319,-1.2652615,0.16789924,0,3
12535.0,-0.08898391,-0.4776812,-0.13640611,0,3
12536.0,-0.5597979,-0.014619284,1.8073927,1,0
12537.0,1.0560154,-1.2652615,-0.119592,0,1
12538.0,-0.7771377,-0.4776812,-0.21897013,0,3
12539.0,-0.9192978,0.8459028,1.7344341,1,0
12540.0,-0.9664191,1.8743062,2.1562507,1,0
12541.0,-0.75911486,-0.014619284,0.09273544,1,3
12542.0,1.2061493,-0.4776812,-0.43102777,0,1
12543.0,1.1366543,-1.2652615,0.092050835,0,1
12544.0,-0.6599959,-1.2652615,-0.6254487,0,3
12545.0,-0.22232643,-0.4776812,0.10672538,0,3
12546.0,-0.5082828,-0.4776812,0.21395144,1,3
12547.0,0.45968902,-0.014619284,-0.60353684,0,2
12548.0,0.32645562,-1.2652615,-1.7041574,0,1
12549.0,1.3662596,0.7041467,0.43013853,0,2
12550.0,-0.18890548,-1.2652615,0.08059844,0,3
12551.0,0.9404944,-1.2652615,-1.2459623,0,1
12552.0,-0.6153021,-0.4776812,-0.5032659,0,3
12553.0,-1.3699269,1.2832189,1.16163,1,0
12554.0,1.1386453,-1.2652615,-0.45220196,0,1
12555.0,1.52662,-1.2652615,-1.4560177,0,1
12556.0,-0.4719068,-0.4776812,-0.26785004,0,3
12557.0,-1.072921,0.962741,2.0306888,1,0
12558.0,-1.3699269,-1.2652615,-0.8734061,0,3
12559.0,0.8214471,-0.4776812,-0.31634125,0,2
12560.0,-1.5421736,-0.014619284,0.6414481,1,3
12561.0,0.7997394,-1.2652615,-0.96868277,0,1
12562.0,-1.3699269,1.0611488,1.2109773,1,0
12563.0,1.0560154,-1.2652615,-0.9354773,0,1
12564.0,0.6774325,-1.2652615,-0.47108242,0,1
12565.0,0.76059914,-1.2652615,-1.3584254,0,1
12566.0,-0.13357742,-1.2652615,-0.66982657,0,3
12567.0,-0.8969848,1.4379972,1.7645937,1,0
12568.0,1.4731202,-1.2652615,-1.9574145,0,1
12569.0,-1.8088504,1.8601884,1.0880733,1,0
12570.0,1.52662,-1.2652615,-1.8729831,0,1
12571.0,-0.60101414,-0.4776812,-0.37450618,0,3
12572.0,-1.3230584,-0.4776812,0.12101333,1,3
12573.0,0.5660338,0.52728647,-0.13531955,0,2
12574.0,0.834784,-1.2652615,-1.0385498,0,1
12575.0,1.1544442,-0.4776812,-0.23962878,0,1
12576.0,-0.6599959,0.962741,0.6442609,1,0
12577.0,-0.67555386,0.962741,0.4483589,1,0
12578.0,-0.9424198,0.2982091,1.1664431,1,0
12579.0,-0.19713014,-1.2652615,-0.4987942,0,3
12580.0,0.6330855,-0.4776812,0.14356384,0,2
12581.0,-0.60101414,-1.2652615,-1.1170077,0,3
12582.0,0.6068158,0.2982091,0.58974427,1,2
12583.0,-1.7022195,1.7782842,1.8544356,1,0
12584.0,-1.6155963,1.0611488,0.70437783,1,0
12585.0,0.5900309,-0.4776812,0.6103266,0,2
12586.0,-1.0445137,0.2982091,0.61794245,1,0
12587.0,-1.3699269,-1.2652615,-1.3690385,0,3
12588.0,-0.6153021,0.2982091,0.076052144,1,3
12589.0,-0.7771377,0.962741,1.1739677,1,0
12590.0,0.5088309,-0.4776812,1.6535866,1,2
12591.0,0.83743066,-0.014619284,0.31520137,0,2
12592.0,-0.08898391,0.52728647,0.7725154,1,2
12593.0,0.025685245,-0.014619284,-0.53812325,0,3
12594.0,-0.62988555,1.4379972,1.2270848,1,0
12595.0,1.2447587,-1.2652615,-0.7943292,0,1
12596.0,-0.46017084,-0.4776812,-0.24506071,0,3
12597.0,-0.9913731,0.2982091,1.0353913,1,0
12598.0,-1.2798828,1.2187687,1.1508331,1,0
12599.0,-0.7771377,1.34046,0.69208884,1,0
12600.0,-0.7771377,1.6441239,1.2110436,1,0
12601.0,0.42812544,0.7041467,-0.17336722,1,2
12602.0,-0.3723978,-1.2652615,-1.319893,0,3
12603.0,-0.9192978,-1.2652615,-0.11335167,0,3
12604.0,-0.18890548,-0.4776812,-0.9201975,0,3
12605.0,0.98271745,0.2982091,0.2565652,0,2
12606.0,1.52662,-1.2652615,-2.977006,0,1
12607.0,-0.3621119,-1.2652615,0.43184444,0,3
12608.0,1.0473938,-1.2652615,-0.54231954,0,1
12609.0,-0.19713014,1.0611488,0.9659223,1,0
12610.0,-0.8969848,0.52728647,0.63019615,1,0
12611.0,-0.44861823,-1.2652615,0.23326208,0,3
12612.0,-0.23090622,-1.2652615,-0.14915042,0,3
12613.0,-0.393398,1.1454777,1.4174365,1,0
12614.0,0.7287454,-1.2652615,-0.7527651,0,1
12615.0,-1.8088504,0.962741,1.3058683,1,0
12616.0,-0.06756492,-0.014619284,0.194973,1,2
12617.0,-0.7771377,-1.2652615,-0.6669406,0,3
12618.0,-0.9192978,-1.2652615,-1.2031286,0,3
12619.0,-1.072921,1.1454777,1.0301392,1,0
12620.0,-1.1027311,-0.014619284,0.31544504,1,3
12621.0,-1.8088504,1.900711,2.2094529,1,0
12622.0,0.58323497,-1.2652615,-1.1907518,0,1
12623.0,0.7228437,0.8459028,1.0241834,1,2
12624.0,0.0065574185,-0.4776812,-0.2181854,0,3
12625.0,0.5125079,0.2982091,1.2366613,1,2
12626.0,-0.8969848,1.0611488,1.3984879,1,0
12627.0,-1.2398102,0.8459028,1.1426756,1,0
12628.0,-1.6155963,-0.014619284,-0.06796885,1,3
12629.0,1.005466,-0.4776812,0.42230573,0,2
12630.0,-1.2798828,-0.4776812,0.2781389,1,3
12631.0,-0.393398,0.7041467,0.9748004,1,0
12632.0,1.2733042,-0.4776812,-0.051055916,0,2
12633.0,-0.3723978,0.8459028,1.2986872,1,0
12634.0,1.2994221,-0.4776812,-0.41847816,0,1
12635.0,-0.1035797,0.2982091,0.85849714,1,2
12636.0,1.6045696,-1.2652615,-1.3859228,0,1
12637.0,-0.293739,1.2832189,1.5425986,1,0
12638.0,-0.7077626,-0.4776812,0.047343805,1,3
12639.0,0.6068158,-0.014619284,0.30097148,0,2
12640.0,-0.8754205,-0.014619284,0.22195618,1,3
12641.0,0.062693626,-1.2652615,-1.1656557,0,1
12642.0,-0.85455126,-0.014619284,0.11594022,1,3
12643.0,0.13778923,1.2832189,1.5442168,1,0
12644.0,0.14878619,0.2982091,0.5676953,1,2
12645.0,-0.69146985,0.962741,0.98583853,1,0
12646.0,-1.5421736,-0.4776812,0.3194364,1,3
12647.0,-0.9192978,1.9130825,1.9908577,1,0
12648.0,0.27580342,0.2982091,0.18277127,1,2
12649.0,0.012981614,0.962741,0.69146866,1,2
12650.0,-1.7022195,-1.2652615,-0.75559735,0,3
12651.0,0.8839433,0.2982091,-0.61519545,0,2
12652.0,0.8737867,-0.4776812,0.11861613,0,2
12653.0,0.24692991,-0.014619284,1.093873,1,2
12654.0,-1.2398102,0.52728647,-0.26486048,1,3
12655.0,1.0877446,-1.2652615,-0.898568,0,1
12656.0,-1.0445137,0.962741,1.3773412,1,0
12657.0,-1.2398102,0.2982091,0.45957997,1,0
12658.0,-0.9913731,-1.2652615,-0.1682048,0,3
12659.0,-0.75911486,-1.2652615,-1.7349987,0,3
12660.0,-1.2398102,-1.2652615,-0.9485304,0,3
12661.0,1.1124744,-1.2652615,-1.2749114,0,1
12662.0,-1.950007,1.6161757,1.4087679,1,0
12663.0,1.4431484,-0.4776812,-0.96688724,0,1
12664.0,-1.3699269,1.2187687,1.342175,1,0
12665.0,0.85836226,-0.014619284,-0.7576552,0,2
12666.0,1.0233208,-1.2652615,0.2654478,0,1
12667.0,-0.38282505,-1.2652615,-0.2428351,0,3
12668.0,-1.202385,1.1454777,1.7437798,1,0
12669.0,0.25665787,-0.014619284,0.81384605,1,2
12670.0,-1.2798828,0.8459028,1.0264008,1,0
12671.0,1.41394,-1.2652615,0.78296316,0,2
12672.0,0.8712319,-0.4776812,-0.5045957,0,1
12673.0,-1.5421736,-0.014619284,0.25486964,1,3
12674.0,-0.6153021,0.2982091,0.586303,1,0
12675.0,1.3299865,-0.4776812,0.074897654,0,2
12676.0,-0.85455126,1.2187687,0.8379636,1,0
12677.0,1.3316605,-0.4776812,-0.5810394,0,1
12678.0,-0.5732738,1.6441239,2.413734,1,0
12679.0,-0.3723978,0.2982091,0.18342847,1,2
12680.0,-1.950007,0.2982091,0.014590911,1,3
12681.0,-1.1027311,2.0051544,2.3316422,1,0
12682.0,-1.6155963,2.059505,2.1748097,1,0
12683.0,-1.6155963,1.6441239,1.7574335,1,0
12684.0,-1.3699269,0.8459028,0.68815726,1,0
12685.0,-0.7956593,0.7041467,0.8427226,1,0
12686.0,0.97347957,-1.2652615,-1.7580334,0,1
12687.0,1.2005224,-0.4776812,0.64303195,0,2
12688.0,0.05663613,-1.2652615,1.1985201,0,2
12689.0,-0.8343293,-0.4776812,0.2649856,1,3
12690.0,0.49023017,-1.2652615,-0.592845,0,1
12691.0,-0.7956593,0.8459028,0.21940841,1,0
12692.0,1.461224,-1.2652615,-1.579392,0,1
12693.0,0.13223831,0.8459028,0.4846304,1,2
12694.0,-0.266191,-0.014619284,0.53990126,1,2
12695.0,-1.4212734,0.8459028,0.35037392,1,0
12696.0,1.110435,-0.4776812,-0.009663839,0,2
12697.0,-0.7771377,-0.014619284,0.07515436,1,3
12698.0,1.3887569,-1.2652615,-0.69617176,0,1
12699.0,1.0751647,-1.2652615,-0.22167733,0,1
12700.0,-1.3699269,0.2982091,1.2073998,1,0
12701.0,-0.18076456,0.7041467,0.73543364,1,0
12702.0,-0.9664191,-1.2652615,-1.0365775,0,3
12703.0,-0.25722012,0.2982091,0.11113712,1,2
12704.0,-1.4212734,0.962741,0.70516783,1,0
12705.0,-1.1027311,1.3917321,1.7643074,1,0
12707.0,0.76911455,-1.2652615,-0.26308757,0,1
12708.0,-0.75911486,1.5536166,1.2306306,1,0
12709.0,-1.1027311,1.887799,2.3406572,1,0
12710.0,-0.05358815,-0.014619284,0.20622458,1,2
12711.0,1.4232436,-0.4776812,0.3152544,0,2
12712.0,-0.7771377,1.6441239,1.4084305,1,0
12713.0,-1.950007,-1.2652615,-0.01254002,1,3
12714.0,-1.3230584,1.2832189,1.8769348,1,0
12715.0,0.0065574185,-1.2652615,-0.68807817,0,1
12716.0,-1.6155963,-0.4776812,0.14396662,1,3
12717.0,0.25665787,-0.014619284,0.29909676,0,2
12718.0,-0.25722012,-1.2652615,-0.97064656,0,3
12719.0,-1.5421736,-0.4776812,-0.21379325,1,3
12720.0,-1.7022195,1.8298746,1.5030419,1,0
12721.0,-0.72445256,0.962741,1.0698168,1,0
12722.0,-0.14125298,0.2982091,0.104732916,1,2
12723.0,-1.6155963,0.52728647,-0.12751763,1,3
12724.0,-1.5421736,0.8459028,0.6982876,1,0
12725.0,0.9711574,0.2982091,0.6830551,1,2
12726.0,-0.7956593,1.2187687,1.070069,1,0
12727.0,-1.2398102,1.1454777,1.2988447,1,0
12728.0,-0.25722012,0.52728647,0.15525672,1,2
12729.0,0.05663613,-1.2652615,-0.47752735,0,1
12730.0,1.2750643,-1.2652615,-0.029297616,0,1
12731.0,-0.8754205,1.5183893,2.2445111,1,0
12732.0,0.38711146,-1.2652615,-0.97719723,0,1
12733.0,0.5900309,0.2982091,0.729372,1,2
12734.0,0.9284586,-0.014619284,-0.21989447,0,2
12735.0,0.83213043,-0.4776812,-0.07440296,0,2
12736.0,0.87887746,-1.2652615,-0.9847076,0,1
12737.0,1.2338635,-0.4776812,1.0174861,0,2
12738.0,0.97347957,-1.2652615,-1.3083439,0,1
12739.0,-0.19713014,0.2982091,0.8095398,1,2
12740.0,-0.32230076,-1.2652615,-0.5211192,0,3
12741.0,1.287309,-0.4776812,-0.56025046,0,1
12742.0,1.4446656,-1.2652615,0.23815031,0,1
12743.0,0.17037395,-0.4776812,-0.34555802,0,3
12744.0,-0.44861823,1.2187687,2.2337632,1,0
12745.0,1.2117478,-0.014619284,0.050418887,0,2
12746.0,1.3079953,-1.2652615,-0.9190657,0,1
12747.0,-1.8088504,1.7591529,1.5882295,1,0
12748.0,-1.950007,2.4916408,2.672776,1,0
12749.0,-1.6155963,1.0611488,1.4249699,1,0
12750.0,0.14330502,-1.2652615,-0.85659134,0,1
12751.0,1.1306593,-1.2652615,-0.87827766,0,1
12752.0,-0.17270553,-1.2652615,1.1259391,0,3
12753.0,-0.8969848,0.7041467,2.1334286,1,0
12754.0,0.59677964,-0.014619284,0.87682354,1,2
12755.0,0.73753333,1.2187687,1.2456679,1,2
12756.0,-0.12597378,-1.2652615,-1.5711663,0,1
12757.0,-1.072921,1.34046,1.5069292,1,0
12758.0,0.07468146,0.8459028,1.6560806,1,0
12759.0,-0.44861823,0.962741,1.2180659,1,0
12760.0,1.1524818,-1.2652615,-0.6782458,0,1
12761.0,1.1564032,-0.4776812,-0.071239136,0,2
12762.0,-1.3699269,-0.4776812,0.5604223,1,3
12763.0,0.19144414,-0.4776812,-0.41225502,0,3
12764.0,0.83743066,-1.2652615,0.48086494,0,1
12765.0,1.1834681,0.7041467,0.34909597,0,2
12766.0,-1.6155963,1.0611488,1.5896941,1,0
12767.0,0.98271745,-1.2652615,0.06926322,0,1
12768.0,1.1426164,-1.2652615,-1.242703,0,1
12769.0,0.6068158,-1.2652615,0.20284113,0,1
12770.0,0.5088309,-0.4776812,0.9277532,0,2
12771.0,1.2098848,-1.2652615,-0.838781,0,1
12772.0,-0.3621119,-1.2652615,0.024139557,0,3
12773.0,1.3466175,-1.2652615,-1.487719,0,1
12774.0,1.2994221,-1.2652615,-1.6746526,0,1
12775.0,-1.0445137,0.8459028,0.47765112,1,0
12776.0,1.5066626,-1.2652615,-2.1508298,0,1
12777.0,1.1564032,-1.2652615,-0.37473658,0,1
12778.0,-0.9664191,1.0611488,0.51382536,1,0
12779.0,-0.62988555,1.3917321,1.3840109,1,0
12780.0,1.4029901,-1.2652615,-0.70148945,0,1
12781.0,-0.32230076,-0.4776812,-0.031507213,0,3
12782.0,-1.5421736,1.2187687,1.1629891,1,0
12783.0,-1.8088504,0.7041467,0.6705322,1,0
12784.0,-1.3230584,-0.014619284,0.508882,1,3
12785.0,0.95475763,-0.014619284,0.1752522,0,2
12786.0,1.4201508,-1.2652615,-0.12405227,0,1
12787.0,-1.2798828,0.2982091,-0.0009463375,1,3
12788.0,1.1661458,0.2982091,-0.49115393,0,2
12789.0,-0.3126624,-0.014619284,-0.8637304,0,3
12790.0,0.43611637,-0.4776812,-0.27746046,0,2
12791.0,0.9781086,0.7041467,0.00017459027,0,2
12792.0,0.6649639,-0.4776812,-0.03126917,0,2
12793.0,0.8839433,-0.014619284,0.018472262,0,2
12794.0,-0.43724275,-0.4776812,-0.0024409324,0,3
12795.0,-0.9913731,-1.2652615,-0.51604295,0,3
12796.0,1.4476937,-1.2652615,-0.608673,0,1
12797.0,0.9594694,-0.4776812,-0.32923004,0,1
12798.0,-1.2798828,0.2982091,1.559864,1,0
12799.0,1.287309,-1.2652615,-1.035325,0,1
12800.0,1.1796421,-0.014619284,-0.28706396,0,2
12801.0,1.237507,-1.2652615,0.15636344,0,1
12802.0,0.41600963,0.8459028,0.7269784,1,2
12803.0,1.0211053,-1.2652615,0.17028692,0,1
12804.0,1.1719502,-0.4776812,-0.7293376,0,1
12805.0,0.99642503,0.2982091,0.3642181,0,2
12806.0,1.110435,0.2982091,0.84647816,1,2
12807.0,0.9986925,-1.2652615,-0.7176798,0,1
12808.0,-0.6447785,0.52728647,-0.07710078,1,3
12809.0,0.37868688,-0.014619284,0.50602055,1,2
12810.0,1.2976996,-0.4776812,-0.3526988,0,1
12811.0,0.6774325,0.52728647,0.13046317,1,2
12812.0,-0.5335817,-1.2652615,-0.9994149,0,3
12813.0,1.2393243,-0.014619284,0.47834826,0,2
12814.0,-0.019641483,-1.2652615,-1.476942,0,1
12815.0,0.24202608,-0.4776812,0.15073742,0,2
12816.0,-0.060547035,-0.4776812,-0.3025643,0,3
12817.0,0.73753333,-0.014619284,-0.1629311,0,2
12818.0,0.68052524,-1.2652615,0.41498214,0,1
12819.0,1.1564032,-1.2652615,-0.34501913,0,1
12820.0,-1.7022195,1.2187687,0.80017895,1,0
12821.0,0.5198196,-0.4776812,-1.0301586,0,1
12822.0,-0.25722012,-0.4776812,0.06854706,0,3
12823.0,-0.22232643,1.5536166,1.3867462,1,0
12824.0,-0.3621119,-1.2652615,-0.577166,0,3
12825.0,1.2733042,-0.4776812,-0.37591872,0,1
12826.0,-1.7022195,1.2832189,0.82776576,1,0
12827.0,-1.4781749,-0.014619284,-0.5166228,1,3
12828.0,-1.7022195,0.7041467,0.11980519,1,0
12829.0,0.88898456,-0.014619284,-0.60013294,0,2
12830.0,-0.62988555,0.7041467,1.4171777,1,0
12831.0,0.68052524,-0.014619284,-0.4806966,0,2
12832.0,-0.72445256,-0.4776812,-0.6046287,0,3
12833.0,0.22715104,-1.2652615,-0.53942853,0,1
12834.0,0.7433495,-1.2652615,-0.76065433,0,1
12835.0,1.0960507,1.9679943,1.3342805,1,2
12836.0,-0.3723978,1.4379972,1.3925208,1,0
12837.0,0.35728317,-0.4776812,-0.19378348,0,2
12838.0,-0.69146985,1.1454777,0.8689417,1,0
