Customer ID,sub
13614.0,0
13615.0,1
13617.0,0
13623.0,2
13627.0,1
13629.0,2
13630.0,0
13631.0,1
13632.0,2
13634.0,2
13635.0,1
13636.0,0
13637.0,0
13643.0,2
13644.0,0
13647.0,2
13648.0,1
13649.0,1
13650.0,2
13652.0,0
13654.0,2
13655.0,1
13656.0,1
13658.0,2
13659.0,1
13662.0,1
13663.0,1
13668.0,2
13680.0,2
13681.0,0
13685.0,2
13692.0,0
13693.0,1
13694.0,2
13695.0,2
13700.0,2
13704.0,2
13705.0,0
13707.0,1
13709.0,2
13710.0,0
13711.0,1
13715.0,1
13717.0,0
13719.0,2
13720.0,1
13722.0,1
13723.0,1
13725.0,1
13726.0,0
13727.0,0
13728.0,2
13734.0,1
13735.0,2
13736.0,2
13740.0,1
13742.0,2
13743.0,0
13748.0,1
13750.0,1
13752.0,1
13753.0,1
13755.0,2
13756.0,2
13758.0,2
13760.0,0
13761.0,1
13762.0,1
13763.0,1
13764.0,1
13767.0,2
13769.0,2
13771.0,1
13772.0,2
13777.0,2
13778.0,1
13780.0,0
13782.0,2
13784.0,2
13786.0,1
13787.0,1
13798.0,2
13799.0,1
13802.0,2
13804.0,2
13808.0,0
13810.0,0
13812.0,0
13813.0,1
13814.0,1
13815.0,2
13819.0,1
13821.0,1
13822.0,0
13823.0,2
13824.0,2
13831.0,2
13832.0,0
13835.0,0
13838.0,2
13842.0,2
13846.0,0
13848.0,1
13849.0,1
13851.0,1
13854.0,2
13856.0,1
13860.0,0
13862.0,2
13865.0,0
13867.0,0
13868.0,0
13869.0,1
13870.0,2
13871.0,2
13873.0,1
13874.0,1
13875.0,2
13878.0,0
13880.0,2
13881.0,2
13882.0,0
13883.0,2
13884.0,2
13888.0,1
13889.0,1
13890.0,2
13892.0,0
13894.0,0
13895.0,2
13897.0,0
13900.0,1
13901.0,2
13902.0,1
13908.0,1
13911.0,2
13914.0,0
13918.0,0
13919.0,0
13924.0,0
13925.0,0
13928.0,0
13929.0,1
13931.0,1
13939.0,0
13940.0,0
13941.0,2
13946.0,1
13949.0,0
13950.0,0
13952.0,1
13953.0,2
13954.0,0
13956.0,0
13958.0,1
13959.0,1
13962.0,0
13963.0,1
13969.0,2
13971.0,2
13975.0,2
13976.0,1
13979.0,1
13980.0,0
13982.0,2
13983.0,2
13984.0,2
13985.0,2
13988.0,2
13989.0,1
13991.0,0
13993.0,2
13994.0,0
13995.0,2
13999.0,2
14000.0,1
14001.0,2
14004.0,2
14005.0,0
14006.0,1
14013.0,1
14014.0,0
14016.0,1
14019.0,0
14020.0,0
14021.0,1
14023.0,0
14025.0,1
14028.0,1
14030.0,2
14031.0,2
14032.0,2
14034.0,0
14035.0,2
14037.0,1
14038.0,1
14040.0,2
14044.0,2
14045.0,2
14047.0,2
14049.0,2
14051.0,2
14055.0,1
14056.0,2
14057.0,2
14060.0,2
14062.0,2
14063.0,1
14064.0,2
14071.0,0
14075.0,0
14077.0,0
14078.0,1
14080.0,0
14081.0,1
14083.0,0
14085.0,2
14087.0,0
14088.0,2
14092.0,2
14096.0,2
14099.0,2
14101.0,2
14102.0,0
14104.0,1
14105.0,1
14107.0,2
14108.0,0
14110.0,2
14111.0,0
14112.0,2
14113.0,2
14114.0,1
14116.0,0
14121.0,0
14125.0,0
14126.0,0
14127.0,1
14128.0,0
14129.0,2
14130.0,1
14132.0,2
14133.0,1
14134.0,1
14135.0,2
14138.0,0
14139.0,0
14140.0,0
14141.0,0
14145.0,2
14146.0,2
14147.0,1
14152.0,1
14154.0,1
14156.0,2
14157.0,0
14159.0,2
14160.0,1
14161.0,1
14163.0,1
14164.0,0
14167.0,0
14173.0,0
14175.0,2
14177.0,1
14178.0,0
14180.0,2
14188.0,0
14189.0,2
14191.0,2
14193.0,0
14194.0,2
14195.0,1
14198.0,0
14201.0,1
14204.0,0
14205.0,2
14209.0,2
14210.0,1
14211.0,2
14212.0,0
14214.0,0
14215.0,2
14216.0,0
14217.0,2
14219.0,0
14220.0,1
14221.0,2
14223.0,0
14224.0,1
14226.0,0
14227.0,2
14229.0,1
14231.0,1
14232.0,0
14233.0,1
14234.0,0
14235.0,1
14236.0,1
14239.0,2
14240.0,0
14243.0,2
14246.0,1
14249.0,1
14250.0,0
14251.0,0
14256.0,1
14257.0,1
14258.0,2
14261.0,0
14262.0,2
14264.0,1
14265.0,1
14267.0,1
14272.0,0
14273.0,0
14276.0,1
14277.0,2
14282.0,2
14284.0,0
14285.0,2
14286.0,2
14289.0,0
14290.0,2
14291.0,2
14292.0,2
14293.0,2
14295.0,0
14297.0,0
14298.0,2
14299.0,2
14301.0,1
14305.0,0
14306.0,1
14307.0,1
14309.0,2
14312.0,2
14315.0,1
14320.0,1
14321.0,0
14327.0,1
14329.0,2
14332.0,0
14334.0,2
14336.0,0
14341.0,2
14342.0,0
14344.0,1
14346.0,1
14352.0,1
14359.0,0
14360.0,0
14364.0,1
14367.0,2
14379.0,0
14382.0,0
14383.0,0
14387.0,0
14388.0,2
14389.0,1
14390.0,2
14395.0,2
14396.0,1
14397.0,2
14399.0,1
14400.0,1
14401.0,2
14403.0,1
14404.0,2
14407.0,1
14408.0,2
14409.0,1
14410.0,1
14412.0,0
14414.0,1
14415.0,2
14418.0,0
14419.0,0
14420.0,1
14421.0,1
14422.0,2
14426.0,2
14427.0,0
14428.0,0
14431.0,1
14432.0,0
14434.0,0
14439.0,1
14440.0,2
14441.0,2
14442.0,1
14443.0,1
14446.0,0
14447.0,0
14449.0,0
14450.0,1
14451.0,1
14452.0,0
14456.0,2
14459.0,1
14460.0,1
14461.0,1
14462.0,1
14463.0,0
14465.0,1
14466.0,2
14467.0,2
14470.0,0
14472.0,1
14474.0,0
14475.0,0
14477.0,0
14480.0,0
14481.0,1
14482.0,2
14484.0,0
14487.0,0
14489.0,1
14492.0,1
14493.0,2
14494.0,0
14496.0,1
14498.0,2
14499.0,0
14502.0,2
14503.0,2
14504.0,0
14505.0,2
14506.0,2
14507.0,2
14508.0,0
14511.0,0
14512.0,1
14513.0,1
14514.0,1
14515.0,2
14520.0,0
14522.0,0
14524.0,2
14525.0,2
14527.0,2
14530.0,2
14532.0,1
14533.0,2
14534.0,2
14535.0,2
14538.0,1
14540.0,2
14541.0,1
14543.0,2
14544.0,0
14546.0,2
14547.0,2
14548.0,1
14550.0,0
14551.0,0
14553.0,0
14554.0,0
14555.0,1
14560.0,2
14561.0,0
14562.0,2
14565.0,1
14566.0,1
14567.0,0
14569.0,0
14572.0,2
14573.0,1
14577.0,0
14583.0,0
14584.0,1
14585.0,0
14587.0,0
14590.0,1
14591.0,0
14592.0,0
14593.0,2
14594.0,0
14595.0,0
14597.0,0
14606.0,2
14607.0,2
14608.0,2
14609.0,1
14618.0,0
14621.0,2
14623.0,2
14624.0,0
14625.0,1
14626.0,2
14628.0,1
14629.0,0
14631.0,1
14639.0,2
14640.0,2
14643.0,1
14644.0,1
14646.0,2
14648.0,1
14649.0,2
14651.0,1
14653.0,2
14655.0,2
14656.0,1
14657.0,0
14659.0,2
14662.0,0
14664.0,0
14665.0,1
14667.0,2
14669.0,1
14673.0,2
14675.0,0
14676.0,2
14680.0,2
14681.0,0
14682.0,1
14684.0,0
14685.0,1
14687.0,1
14688.0,2
14690.0,0
14691.0,0
14692.0,1
14693.0,1
14696.0,2
14698.0,0
14700.0,0
14701.0,2
14702.0,2
14704.0,2
14708.0,0
14709.0,2
14710.0,2
14711.0,2
14712.0,0
14713.0,2
14714.0,0
14715.0,0
14716.0,0
14719.0,0
14720.0,0
14723.0,2
14725.0,0
14730.0,2
14732.0,2
14733.0,2
14735.0,2
14737.0,0
14738.0,1
14739.0,2
14740.0,1
14741.0,0
14744.0,2
14745.0,1
14748.0,2
14754.0,0
14755.0,2
14756.0,0
14758.0,1
14759.0,0
14766.0,2
14769.0,2
14770.0,1
14775.0,0
14776.0,2
14784.0,0
14788.0,0
14790.0,2
14794.0,2
14796.0,2
14798.0,0
14800.0,2
14805.0,0
14808.0,1
14810.0,2
14817.0,1
14818.0,1
14819.0,0
14820.0,0
14821.0,1
14824.0,2
14825.0,2
14828.0,1
14829.0,0
14834.0,0
14837.0,1
14841.0,2
14842.0,0
14844.0,2
14849.0,2
14850.0,1
14851.0,0
14852.0,2
14853.0,0
14854.0,1
14855.0,1
14856.0,0
14857.0,1
14859.0,0
14861.0,1
14862.0,0
14866.0,2
14867.0,1
14868.0,2
14869.0,0
14870.0,1
14871.0,0
14875.0,1
14878.0,2
14882.0,2
14883.0,0
14885.0,1
14891.0,1
14893.0,0
14894.0,0
14895.0,2
14896.0,1
14897.0,2
14898.0,2
14901.0,2
14902.0,0
14903.0,0
14904.0,0
14905.0,1
14907.0,2
14910.0,0
14911.0,2
14912.0,0
14913.0,2
14915.0,1
14916.0,1
14918.0,1
14921.0,0
14929.0,0
14930.0,1
14931.0,0
14934.0,1
14936.0,2
14937.0,0
14944.0,2
14947.0,1
14948.0,0
14952.0,2
14953.0,0
14958.0,1
14959.0,0
14961.0,2
14963.0,2
14966.0,0
14967.0,1
14970.0,1
14971.0,0
14973.0,1
14976.0,0
14978.0,1
14984.0,0
14987.0,0
14988.0,1
14997.0,0
15002.0,1
15005.0,2
15009.0,0
15012.0,0
15013.0,1
15015.0,1
15018.0,0
15021.0,2
15022.0,0
15023.0,2
15024.0,2
15025.0,0
15026.0,1
15027.0,2
15028.0,0
15030.0,1
15031.0,2
15032.0,1
15033.0,2
15034.0,2
15038.0,1
15039.0,2
15043.0,0
15044.0,2
15046.0,2
15050.0,0
15051.0,2
15053.0,0
15057.0,1
15058.0,2
15059.0,2
15060.0,0
15061.0,2
15062.0,1
15065.0,0
15067.0,1
15068.0,0
15071.0,1
15073.0,2
15074.0,1
15078.0,2
15079.0,1
15081.0,2
15088.0,0
15089.0,0
15091.0,0
15093.0,2
15095.0,1
15097.0,0
15098.0,1
15100.0,1
15101.0,0
15105.0,2
15106.0,0
15107.0,1
15108.0,1
15110.0,0
15111.0,0
15113.0,0
15114.0,2
15116.0,0
15117.0,2
15122.0,1
15123.0,2
15124.0,0
15125.0,2
15128.0,1
15129.0,2
15132.0,0
15133.0,1
15134.0,0
15136.0,0
15140.0,1
15141.0,1
15142.0,1
15144.0,2
15145.0,0
15149.0,1
15150.0,2
15152.0,2
15154.0,0
15156.0,0
15157.0,0
15159.0,2
15164.0,1
15167.0,1
15172.0,0
15173.0,1
15179.0,2
15181.0,0
15182.0,1
15184.0,0
15186.0,0
15187.0,2
15189.0,2
15192.0,1
15194.0,2
15195.0,0
15197.0,0
15198.0,0
15199.0,1
15201.0,1
15202.0,1
15203.0,2
15206.0,0
15208.0,0
15214.0,0
15215.0,1
15218.0,2
15220.0,1
15222.0,1
15223.0,1
15227.0,1
15228.0,1
15235.0,1
15237.0,0
15238.0,0
15239.0,0
15240.0,2
15241.0,1
15244.0,0
15245.0,1
15249.0,2
15251.0,2
15252.0,0
15253.0,0
15255.0,1
15260.0,2
15261.0,1
15265.0,1
15267.0,0
15269.0,0
15270.0,2
15271.0,2
15272.0,1
15274.0,0
15276.0,0
15279.0,1
15281.0,2
15287.0,0
15288.0,2
15289.0,0
15290.0,2
15291.0,2
15296.0,2
15297.0,0
15298.0,2
15299.0,1
15301.0,2
15304.0,1
15306.0,1
15311.0,2
15312.0,1
15321.0,2
15325.0,1
15326.0,1
15329.0,2
15332.0,1
15339.0,1
15341.0,0
15344.0,0
15351.0,2
15353.0,1
15356.0,2
15358.0,2
15365.0,2
15366.0,1
15367.0,2
15368.0,0
15369.0,1
15370.0,2
15372.0,1
15373.0,2
15376.0,0
15379.0,1
15380.0,2
15381.0,1
15382.0,2
15384.0,1
15385.0,0
15389.0,1
15392.0,2
15393.0,0
15394.0,2
15398.0,0
15399.0,0
15400.0,1
15402.0,1
15406.0,0
15407.0,0
15410.0,1
15411.0,0
15413.0,1
15414.0,0
15416.0,1
15421.0,1
15422.0,1
15426.0,2
15427.0,0
15428.0,0
15434.0,2
15436.0,0
15443.0,2
15444.0,0
15449.0,0
15452.0,0
15453.0,0
15456.0,1
15462.0,0
15465.0,2
15466.0,1
15467.0,0
15468.0,0
15469.0,0
15471.0,0
15473.0,0
15476.0,1
15478.0,0
15480.0,1
15482.0,2
15483.0,1
15484.0,2
15485.0,2
15488.0,0
15489.0,2
15491.0,1
15493.0,2
15494.0,0
15497.0,2
15498.0,2
15500.0,0
15502.0,2
15505.0,1
15506.0,0
15508.0,1
15511.0,0
15513.0,2
15514.0,2
15518.0,2
15521.0,2
15523.0,2
15525.0,0
15527.0,2
15529.0,2
15530.0,0
15531.0,0
15532.0,2
15533.0,0
15535.0,1
15538.0,1
15540.0,0
15544.0,2
15547.0,2
15549.0,1
15550.0,2
15551.0,0
15555.0,2
15561.0,0
15563.0,2
15568.0,0
15569.0,1
15570.0,2
15571.0,2
15572.0,2
15573.0,0
15574.0,1
15579.0,1
15580.0,1
15581.0,2
15582.0,0
15584.0,0
15587.0,1
15594.0,0
15596.0,1
15599.0,0
15601.0,2
15602.0,2
15605.0,0
15606.0,2
15607.0,1
15608.0,0
15611.0,2
15614.0,1
15615.0,2
15618.0,0
15620.0,0
15621.0,0
15622.0,2
15623.0,1
15625.0,1
15626.0,0
15628.0,2
15630.0,0
15632.0,2
15633.0,1
15636.0,1
15637.0,0
15638.0,1
15640.0,2
15641.0,1
15645.0,0
15646.0,1
15651.0,0
15652.0,1
15654.0,0
15656.0,0
15658.0,1
15659.0,0
15660.0,2
15661.0,1
15664.0,0
15665.0,1
15669.0,0
15671.0,0
15673.0,1
15674.0,2
15675.0,0
15676.0,0
15677.0,0
15678.0,0
15679.0,0
15680.0,2
15681.0,2
15687.0,2
15694.0,2
15696.0,2
15701.0,0
15704.0,1
15706.0,0
15707.0,0
15708.0,2
15712.0,2
15713.0,1
15714.0,0
15716.0,1
15719.0,2
15720.0,0
15722.0,2
15727.0,2
15730.0,1
15732.0,1
15734.0,1
15737.0,0
15738.0,2
15743.0,0
15745.0,0
15747.0,2
15748.0,0
15749.0,1
15750.0,2
15751.0,1
15752.0,2
15754.0,1
15755.0,2
15756.0,0
15757.0,1
15759.0,1
15763.0,0
15764.0,1
15766.0,0
15768.0,2
15769.0,2
15773.0,0
15774.0,1
15777.0,1
15782.0,0
15785.0,2
15786.0,2
15787.0,0
15789.0,1
15791.0,1
15793.0,2
15795.0,1
15796.0,2
15797.0,1
15799.0,1
15800.0,1
15801.0,0
15803.0,0
15804.0,2
15805.0,2
15806.0,0
15807.0,0
15808.0,1
15809.0,0
15810.0,1
15811.0,2
15812.0,1
15814.0,0
15815.0,1
15819.0,2
15822.0,0
15823.0,1
15826.0,1
15827.0,2
15831.0,0
15834.0,1
15835.0,0
15838.0,2
15839.0,0
15841.0,1
15845.0,2
15847.0,0
15850.0,0
15854.0,2
15855.0,1
15856.0,2
15858.0,2
15860.0,2
15861.0,2
15862.0,2
15863.0,0
15864.0,0
15865.0,0
15867.0,2
15870.0,0
15872.0,0
15874.0,2
15877.0,0
15882.0,1
15883.0,0
15885.0,1
15886.0,0
15889.0,1
15898.0,2
15900.0,0
15901.0,0
15903.0,2
15906.0,2
15907.0,0
15910.0,2
15911.0,1
15912.0,1
15916.0,2
15920.0,1
15932.0,2
15933.0,0
15938.0,1
15939.0,2
15944.0,1
15948.0,0
15950.0,2
15951.0,0
15952.0,0
15953.0,2
15955.0,2
15957.0,0
15965.0,2
15967.0,2
15969.0,0
15971.0,2
15974.0,1
15976.0,1
15977.0,0
15978.0,1
15980.0,1
15981.0,2
15983.0,2
15984.0,2
15985.0,1
15987.0,0
15988.0,0
15990.0,1
15992.0,0
15993.0,2
15994.0,0
15996.0,1
15998.0,2
16000.0,2
16003.0,2
16004.0,1
16005.0,2
16007.0,1
16008.0,2
16009.0,0
16010.0,1
16011.0,2
16012.0,0
16013.0,2
16014.0,0
16015.0,0
16016.0,2
16017.0,0
16018.0,0
16019.0,2
16020.0,0
16023.0,0
16024.0,0
16027.0,1
16029.0,2
16032.0,1
16033.0,2
16034.0,1
16036.0,1
16037.0,1
16038.0,0
16040.0,1
16041.0,0
16042.0,0
16043.0,0
16045.0,1
16049.0,0
16053.0,2
16054.0,1
16057.0,2
16059.0,1
16062.0,2
16065.0,1
16066.0,0
16070.0,0
16071.0,0
16072.0,1
16076.0,2
16079.0,0
16080.0,0
16081.0,1
16083.0,1
16085.0,2
16086.0,1
16087.0,1
16092.0,1
16094.0,2
16096.0,1
16098.0,1
16099.0,1
16101.0,1
16102.0,0
16103.0,2
16104.0,1
16105.0,1
16107.0,2
16108.0,1
16110.0,0
16115.0,2
16119.0,0
16120.0,1
16121.0,0
16122.0,1
16124.0,1
16125.0,1
16126.0,2
16128.0,2
16131.0,2
16133.0,2
16134.0,0
16136.0,0
16139.0,0
16140.0,0
16143.0,2
16145.0,2
16146.0,1
16147.0,1
16149.0,0
16150.0,2
16153.0,2
16156.0,2
16157.0,0
16161.0,2
16163.0,1
16164.0,0
16168.0,2
16169.0,0
16170.0,2
16172.0,1
16173.0,0
16174.0,1
16175.0,1
16177.0,1
16180.0,2
16182.0,2
16183.0,0
16184.0,1
16185.0,0
16186.0,2
16187.0,2
16188.0,0
16190.0,1
16191.0,2
16197.0,1
16200.0,2
16201.0,0
16202.0,1
16203.0,0
16204.0,0
16205.0,0
16206.0,1
16208.0,2
16209.0,1
16210.0,2
16211.0,0
16212.0,0
16214.0,1
16218.0,2
16221.0,1
16224.0,0
16225.0,2
16229.0,1
16232.0,1
16233.0,1
16235.0,1
16239.0,1
16240.0,0
16241.0,2
16242.0,2
16245.0,0
16249.0,0
16253.0,1
16255.0,2
16258.0,2
16261.0,0
16265.0,2
16266.0,1
16271.0,2
16275.0,1
16276.0,1
16278.0,0
16279.0,2
16281.0,1
16283.0,2
16284.0,0
16287.0,1
16292.0,1
16293.0,2
16295.0,0
16298.0,0
16303.0,2
16306.0,1
16308.0,2
16311.0,0
16313.0,0
16316.0,2
16317.0,1
16320.0,1
16321.0,0
16322.0,0
16325.0,2
16326.0,2
16327.0,2
16330.0,0
16331.0,1
16332.0,2
16333.0,2
16335.0,1
16336.0,1
16340.0,1
16341.0,2
16343.0,0
16345.0,0
16347.0,2
16348.0,0
16350.0,2
16351.0,1
16353.0,2
16354.0,0
16357.0,0
16358.0,0
16359.0,2
16360.0,2
16361.0,0
16362.0,0
16364.0,0
16365.0,2
16366.0,0
16367.0,0
16368.0,0
16369.0,0
16370.0,1
16372.0,0
16374.0,1
16376.0,0
16379.0,0
16383.0,1
16384.0,1
16385.0,0
16386.0,0
16389.0,0
16393.0,2
16394.0,0
16395.0,1
16399.0,0
16400.0,1
16401.0,2
16406.0,0
16407.0,2
16409.0,2
16411.0,0
16412.0,0
16414.0,0
16415.0,0
16416.0,2
16418.0,0
16419.0,1
16422.0,2
16426.0,2
16430.0,0
16434.0,2
16438.0,0
16440.0,2
16441.0,0
16442.0,0
16444.0,2
16445.0,0
16446.0,2
16450.0,1
16451.0,0
16455.0,1
16456.0,1
16458.0,2
16460.0,0
16463.0,0
16464.0,0
16466.0,2
16467.0,1
16468.0,0
16469.0,0
16470.0,1
16474.0,0
16475.0,0
16477.0,1
16485.0,1
16488.0,0
16491.0,0
16493.0,1
16495.0,0
16496.0,0
